code,report_year,AI_innovation,AI_risk,AI_total,AI_innovation_disclosure,AI_risk_disclosure,Size,Lev,ROA,Growth,CashRatio,TobinQ,ListAge,Board,Indep,Dual,Top1,SOE,turnover
000020,2023,2,0,2,1,0,20.16210250309427,0.3568942782556223,0.022626,0.093472,0.363231,4.917659,3.4339872044851463,2.0794415416798357,0.375,1,0.4212789999999999,0,0.3472205352441003
000021,2019,11,0,11,1,0,23.638512328977892,0.6151319052429118,0.025652,-0.176651,0.127309,1.585456,3.258096538021482,2.5649493574615367,0.3846153846153846,0,0.435088,1,
000021,2020,5,0,5,1,0,23.797560961890262,0.6297613315128697,0.04755,0.131839,0.125796,1.922159,3.295836866004329,2.5649493574615367,0.3846153846153846,0,0.366053,1,0.4787921144305139
000021,2021,16,0,16,1,0,24.020912760497374,0.5758078415300076,0.034265,0.101623,0.342178,1.489517,3.332204510175204,2.1972245773362196,0.3333333333333333,0,0.3450999999999999,1,0.2121873311757529
000021,2022,11,0,11,1,0,24.048767197837833,0.569896842984359,0.02511,-0.022433,0.221507,1.169652,3.367295829986474,2.302585092994046,0.4,0,0.3450999999999999,1,0.2208859756741541
000021,2023,14,0,14,1,0,24.033175612505556,0.5332297371156096,0.029872,-0.115007,0.159892,1.456895,3.4011973816621555,2.4849066497880004,0.3333333333333333,0,0.3450999999999999,1,0.5760503428448401
000025,2021,1,0,1,1,0,21.343651556707652,0.2164151411542727,0.074019,0.198155,0.715735,3.445814,3.367295829986474,2.4849066497880004,0.25,0,0.490865,1,0.13774832375708
000025,2022,2,0,2,1,0,21.526176674649772,0.257971973293562,0.039749,0.647243,0.949669,3.339651,3.4011973816621555,2.3978952727983707,0.2727272727272727,0,0.475107,1,0.5580563983999883
000025,2023,1,0,1,1,0,21.60033815639584,0.2798757389160353,0.048077,1.20465,0.291825,2.92986,3.4339872044851463,2.302585092994046,0.3,0,0.488082,1,0.2587064103264982
000026,2020,1,0,1,1,0,22.11422746445892,0.3032692605011081,0.075613,0.145572,0.292097,1.418709,3.332204510175204,2.5649493574615367,0.25,0,0.380706,1,0.6190973552097233
000026,2021,1,0,1,1,0,22.13682996316161,0.2669568096577899,0.095423,0.235727,0.205047,1.401671,3.367295829986474,2.70805020110221,0.2307692307692307,0,0.38253,1,0.3839253885167835
000026,2022,1,0,1,1,0,22.138425534670976,0.2382040659263654,0.064825,-0.169657,0.336527,1.234816,3.4011973816621555,2.1972245773362196,0.3333333333333333,0,0.390245,1,0.2990377956542555
000026,2023,2,0,2,1,0,22.159364347283855,0.207041181838777,0.080077,0.049515,0.614826,1.239191,3.4339872044851463,2.302585092994046,0.3,0,0.3925079999999999,1,0.394815612633327
000027,2019,2,0,2,1,0,25.288780515774818,0.6505656282005732,0.020191,0.12358,0.23176,0.90672,3.295836866004329,2.302585092994046,0.3,0,0.4782459999999999,1,
