code,year,end_date,institution_id,industry_code,annual_report_ai_word_freq,annual_report_ai_sentence_freq,annual_report_total_sentences,annual_report_total_words,ai_disclosure_sentence_ratio,ai_disclosure_word_ratio,ai_sentence_per_1000_sentences,ai_word_per_1000_words,annual_trading_shares,float_market_value_thousand,total_market_value_thousand,annual_return_no_cash_dividend,investor_sentiment_proxy_log_trading_volume
000401,2020,2020-12-31,101861,C30,1,1,2351,58919,0.0004253509145044662,1.6972453707632512e-05,0.4253509145044662,0.016972453707632514,7579046576,19062981.6,19067449.23,-0.138742,22.74865324729113
000401,2021,2021-12-31,101861,C30,2,2,2677,66408,0.0007471049682480389,3.0116853391157692e-05,0.7471049682480388,0.030116853391157692,3353752544,16903897.26,29656510.29,-0.119435,21.933345718555852
000401,2022,2022-12-31,101861,C30,3,3,2573,67240,0.001165954139137194,4.46162998215348e-05,1.165954139137194,0.044616299821534804,2670947655,12734268.47,21877097.68,-0.249164,21.705699173727584
000401,2023,2023-12-31,101861,C30,3,3,2415,57551,0.0012422360248447205,5.21276780594603e-05,1.2422360248447206,0.0521276780594603,2170191209,9887245.6,16985991.49,-0.205346,21.498081115824235
000401,2024,2024-12-31,101861,C30,3,3,2696,67360,0.001112759643916914,4.453681710213777e-05,1.112759643916914,0.04453681710213777,2949727772,8092386.11,13902463.71,-0.181534,21.804978722701065
000402,2020,2020-12-31,101862,K70,0,0,2102,60297,0.0,0.0,0.0,0.0,2056980267,19270252.5,19278597.9,-0.168719,21.444504854960623
000402,2021,2021-12-31,101862,K70,0,0,2060,58249,0.0,0.0,0.0,0.0,5163900460,16911082.35,16917343.27,-0.075969,22.364958034183452
000402,2022,2022-12-31,101862,K70,0,0,2102,57629,0.0,0.0,0.0,0.0,7091133527,15686102.44,15691882.01,-0.067138,22.682111041721353
000402,2023,2023-12-31,101862,K70,0,0,2087,56888,0.0,0.0,0.0,0.0,3845556443,10845819.4,10849815.56,-0.305714,22.070184148288913
000402,2024,2024-12-31,101862,K70,1,1,2167,59631,0.00046146746654360867,1.6769800942462813e-05,0.46146746654360865,0.016769800942462814,12914244024,9741629.48,9743911.5,-0.101928,23.28159672713136
000403,2020,2020-12-31,101863,C27,0,0,2103,53009,0.0,0.0,0.0,0.0,845338635,18512190.2,18712517.31,1.115211,20.55524785770427
000403,2021,2021-12-31,101863,C27,0,0,2521,65135,0.0,0.0,0.0,0.0,811257893,15031156.62,20539756.04,-0.262368,20.51409655659779
000403,2022,2022-12-31,101863,C27,4,3,2190,54916,0.0013698630136986301,7.283851700779372e-05,1.36986301369863,0.07283851700779373,1520858799,13706827.84,16668515.9,-0.186015,21.14254101225219
000403,2023,2023-12-31,101863,C27,0,0,2105,53825,0.0,0.0,0.0,0.0,1502117459,17324222.08,19957269.66,0.20036,21.13014158962751
000403,2024,2024-12-31,101863,C27,0,0,2096,53102,0.0,0.0,0.0,0.0,1682373011,14468010.41,15447612.91,-0.211456,21.243471140854627
000404,2020,2020-12-31,101885,C34,4,4,2350,63854,0.001702127659574468,6.264290412503524e-05,1.702127659574468,0.06264290412503525,3166404222,3521737.59,3528699.61,0.288608,21.875862466502944
000404,2021,2021-12-31,101885,C34,2,2,2144,59600,0.0009328358208955224,3.355704697986577e-05,0.9328358208955224,0.03355704697986577,2530337438,3258123.13,3264221.14,-0.055227,21.651618505890987
000404,2022,2022-12-31,101885,C34,1,1,2500,65444,0.0004,1.5280239594156838e-05,0.4,0.015280239594156838,7822135490,3798886.58,3800138.05,0.196162,22.780223434914422
000404,2023,2023-12-31,101885,C34,4,4,2383,57078,0.001678556441460344,7.007954027821578e-05,1.678556441460344,0.07007954027821578,4610804393,4090818.05,4099416.32,0.115385,22.251668167670637
000404,2024,2024-12-31,101885,C34,5,4,2462,59594,0.0016246953696181965,8.390106386548981e-05,1.6246953696181965,0.0839010638654898,4403469783,5128119.87,5150370.24,0.298812,22.20565865437178
000407,2020,2020-12-31,101730,D45,1,1,1563,39651,0.0006397952655150352,2.5220044891679908e-05,0.6397952655150352,0.025220044891679907,3130302047,3721911.28,3740359.79,0.203652,21.86439533780102
000407,2021,2021-12-31,101730,D45,0,0,1648,43405,0.0,0.0,0.0,0.0,2971443037,3888302.61,3907575.87,0.049412,21.81231354314421
000407,2022,2022-12-31,101730,D45,0,0,1643,44009,0.0,0.0,0.0,0.0,6457300094,3371704.54,3388325.93,-0.125,22.588477125428376
000407,2023,2023-12-31,101730,D45,1,1,1644,41076,0.0006082725060827251,2.4345116369656246e-05,0.6082725060827251,0.024345116369656247,1993508502,3170278.03,3185906.45,-0.054545,21.413161990139017
000407,2024,2024-12-31,101730,D45,1,1,1700,42742,0.000588235294117647,2.3396191100088906e-05,0.588235294117647,0.023396191100088906,3158826020,2995122.05,3009889.52,-0.040055,21.873466283175652
000408,2020,2020-12-31,101731,C26,0,0,2798,58658,0.0,0.0,0.0,0.0,2070308889,3792624.14,15970173.97,0.085366,21.450963655313384
000408,2021,2021-12-31,101731,C26,0,0,3399,72764,0.0,0.0,0.0,0.0,6358894598,19412932.56,80808114.13,4.118602,22.57312039400389
000408,2022,2022-12-31,101731,C26,0,0,3356,72306,0.0,0.0,0.0,0.0,3533511873,41043898.85,41043898.85,-0.320293,21.985558078497064
000408,2023,2023-12-31,101731,C26,1,1,3487,76600,0.00028677946659019213,1.3054830287206266e-05,0.28677946659019216,0.013054830287206266,1798405750,40047806.64,40048224.75,0.043512,21.310166415501058
000408,2024,2024-12-31,101731,C26,3,3,3636,77101,0.0008250825082508251,3.891000116730003e-05,0.8250825082508251,0.038910001167300035,2757780126,43825007.03,43825464.57,0.136148,21.737691891239635
000409,2020,2020-12-31,101732,I65,3,3,2667,62302,0.0011248593925759281,4.815254726975057e-05,1.124859392575928,0.04815254726975057,932945900,1650919.16,2079489.81,-0.155602,20.653857773207655
000409,2021,2021-12-31,101732,I65,10,10,2478,56414,0.004035512510088781,0.00017726096359059807,4.035512510088781,0.17726096359059806,2312848064,2697447.77,3397692.2,0.633907,21.561745530619262
000409,2022,2022-12-31,101732,I65,47,45,2743,67645,0.016405395552314985,0.0006948037548968882,16.405395552314985,0.6948037548968882,3780481946,2713846.54,4257589.34,-0.03609,22.053117337656925
000409,2023,2023-12-31,101732,I65,61,54,2825,70450,0.01911504424778761,0.0008658623136976579,19.115044247787612,0.8658623136976579,4612816116,3920470.97,6150589.28,0.444618,22.2521043788156
000409,2024,2024-12-31,101732,I65,43,40,2993,73049,0.013364517206815904,0.000588645977357664,13.364517206815904,0.588645977357664,4784174286,3771981.63,6044904.9,-0.037797,22.28857928416024
000410,2020,2020-12-31,102759,C34,1,1,2263,51645,0.0004418912947414936,1.936295866008326e-05,0.44189129474149363,0.019362958660083262,1061222479,6202574.3,6214092.63,-0.45815,20.782687363569266
000410,2021,2021-12-31,102759,C34,0,0,2044,48292,0.0,0.0,0.0,0.0,1310633170,8471816.36,8487541.16,0.365854,20.993776194031163
000410,2022,2022-12-31,102759,C34,0,0,2173,52143,0.0,0.0,0.0,0.0,974855145,9446747.61,11603875.91,0.115079,20.697799449719643
000410,2023,2023-12-31,102759,C34,0,0,2166,52661,0.0,0.0,0.0,0.0,2648948711,11665556.65,14329341.42,0.234875,21.69742868578051
000410,2024,2024-12-31,102759,C34,1,1,2198,50904,0.00045495905368516835,1.9644821625019645e-05,0.45495905368516837,0.019644821625019643,3779567404,11951312.36,14680348.35,0.024496,22.0528753969071
000411,2020,2020-12-31,101624,F51,10,9,2570,57386,0.003501945525291829,0.0001742585299550413,3.501945525291829,0.1742585299550413,2399204630,4017952.61,4824455.94,0.597453,21.598403115623952
000411,2021,2021-12-31,101624,F51,9,8,2745,63547,0.0029143897996357013,0.00014162745684296663,2.914389799635701,0.14162745684296663,1006498633,3040809.61,3743814.36,-0.240196,20.72974344586486
000411,2022,2022-12-31,101624,F51,6,5,2624,62681,0.0019054878048780487,9.572278680939998e-05,1.9054878048780488,0.09572278680939998,1910953607,3456614.88,3556992.03,-0.039291,21.37086822561474
000411,2023,2023-12-31,101624,F51,7,6,2932,67541,0.0020463847203274215,0.0001036407515435069,2.0463847203274215,0.1036407515435069,1572319907,3593842.55,5856485.81,-0.020225,21.175818014066127
000411,2024,2024-12-31,101624,F51,7,6,2933,65606,0.002045687009887487,0.00010669755815016919,2.0456870098874873,0.1066975581501692,1177341477,3438102.98,5560892.97,-0.022792,20.88652474888963
000415,2020,2020-12-31,101742,L71,0,0,3050,74520,0.0,0.0,0.0,0.0,6784350347,8513751.85,14842851.08,-0.368421,22.637884377380846
000415,2021,2021-12-31,101742,L71,0,0,3217,77099,0.0,0.0,0.0,0.0,6847312196,10323071.44,17996956.93,0.2125,22.647122032219368
000415,2022,2022-12-31,101742,L71,0,0,3133,74923,0.0,0.0,0.0,0.0,6132765048,9405762.22,13667792.03,-0.24055,22.536911553546148
000415,2023,2023-12-31,101742,L71,0,0,2908,71226,0.0,0.0,0.0,0.0,7918028605,11540461.75,13234875.54,-0.031674,22.79240809840483
000415,2024,2024-12-31,101742,L71,0,0,2895,70702,0.0,0.0,0.0,0.0,29664875716,20330526.16,23315645.23,0.761682,24.113229547098268
000417,2020,2020-12-31,101817,F52,3,3,2556,56188,0.0011737089201877935,5.339218338435253e-05,1.1737089201877935,0.05339218338435253,2686403460,3754912.31,3759041.84,-0.006085,21.711469132627997
000417,2021,2021-12-31,101817,F52,0,0,2634,59681,0.0,0.0,0.0,0.0,1374602865,3435511.06,3439289.32,-0.072614,21.041430701619777
000417,2022,2022-12-31,101817,F52,3,3,2496,55888,0.001201923076923077,5.3678786143716006e-05,1.201923076923077,0.053678786143716004,3741457287,4245699.61,4250368.89,0.249433,22.042741021677177
000417,2023,2023-12-31,101817,F52,2,2,2790,61696,0.0007168458781362007,3.241701244813278e-05,0.7168458781362007,0.03241701244813278,4250291565,3887346.98,3891622.16,-0.07156,22.170253421294312
000417,2024,2024-12-31,101817,F52,2,2,2786,60562,0.0007178750897343862,3.3024008454146164e-05,0.7178750897343863,0.033024008454146166,4224494651,4970195.14,4975661.2,0.300601,22.16416548160774
000419,2020,2020-12-31,102323,F52,0,0,1744,37586,0.0,0.0,0.0,0.0,1210201847,2537164.22,2538531.0,0.021882,20.914052999171656
000419,2021,2021-12-31,102323,F52,0,0,1789,39120,0.0,0.0,0.0,0.0,738646282,2488313.29,2489608.56,0.012848,20.420329721565977
000419,2022,2022-12-31,102323,F52,1,1,1761,39127,0.0005678591709256105,2.555779896235336e-05,0.5678591709256104,0.025557798962353363,4410361003,4216006.8,4218201.4,0.729258,22.207222383372255
000419,2023,2023-12-31,102323,F52,0,0,1871,41860,0.0,0.0,0.0,0.0,3043797999,3053345.13,3054934.52,-0.256443,21.836371914691362
000419,2024,2024-12-31,102323,F52,0,0,1798,41048,0.0,0.0,0.0,0.0,2676748758,3103856.96,3103856.96,0.037367,21.707868745380615
000420,2020,2020-12-31,102343,C28,0,0,2232,45800,0.0,0.0,0.0,0.0,8727983492,3722651.0,3724635.58,-0.125,22.889800194205915
000420,2021,2021-12-31,102343,C28,0,0,2326,49011,0.0,0.0,0.0,0.0,12797016721,11421229.04,11427001.3,1.78836,23.272477912113526
000420,2022,2022-12-31,102343,C28,0,0,2231,47115,0.0,0.0,0.0,0.0,10562913262,9601037.36,10892786.76,-0.159393,23.080614954355447
000420,2023,2023-12-31,102343,C28,0,0,2514,47777,0.0,0.0,0.0,0.0,5049987888,7152861.9,7155306.88,-0.343115,22.34265168201298
000420,2024,2024-12-31,102343,C28,0,0,2516,49988,0.0,0.0,0.0,0.0,16086013744,8873445.5,8876514.72,0.24055,23.501216019897647
000421,2020,2020-12-31,102344,D45,8,8,2225,52554,0.0035955056179775282,0.00015222437873425428,3.5955056179775284,0.1522243787342543,2968374761,3882546.21,3882546.21,0.511038,21.81128042180069
000421,2021,2021-12-31,102344,D45,3,3,2463,59973,0.001218026796589525,5.00225101295583e-05,1.2180267965895248,0.0500225101295583,1528588172,2828875.85,2828875.85,-0.261799,21.147610383598025
000421,2022,2022-12-31,102344,D45,2,2,2459,61035,0.0008133387555917039,3.276808388629475e-05,0.813338755591704,0.03276808388629475,3766360414,2800243.51,2828043.16,0.010121,22.04937496493889
000421,2023,2023-12-31,102344,D45,1,1,2509,59579,0.00039856516540454366,1.6784437469578206e-05,0.3985651654045437,0.016784437469578205,3583506594,4002802.07,4042050.92,0.449898,21.99960765377607
000421,2024,2024-12-31,102344,D45,7,7,2733,66159,0.002561287961946579,0.00010580571048534591,2.561287961946579,0.10580571048534591,7833352083,3721220.57,3732875.24,-0.058655,22.781656363127677
000422,2020,2020-12-31,102303,C26,0,0,2596,56208,0.0,0.0,0.0,0.0,1340150801,2873001.55,2873173.48,0.103448,21.016047983383185
000422,2021,2021-12-31,102303,C26,0,0,2768,63619,0.0,0.0,0.0,0.0,12978337493,19132394.69,19133539.63,5.659375,23.28654745789279
000422,2022,2022-12-31,102303,C26,0,0,2839,67598,0.0,0.0,0.0,0.0,9937978618,13206890.88,13207619.33,-0.309714,23.019629478685303
000422,2023,2023-12-31,102303,C26,0,0,3156,73248,0.0,0.0,0.0,0.0,2591785827,9391167.82,11065285.81,-0.282121,21.67561298393613
000422,2024,2024-12-31,102303,C26,1,1,3591,85828,0.000278473962684489,1.1651209395535256e-05,0.278473962684489,0.011651209395535257,7579551919,12712279.22,13666383.67,0.237094,22.748719921396958
000423,2020,2020-12-31,102324,C27,1,1,2168,48409,0.00046125461254612545,2.0657315788386457e-05,0.46125461254612543,0.020657315788386456,1720352493,25311203.69,25317173.7,0.100172,21.265795045146866
000423,2021,2021-12-31,102324,C27,2,2,2175,48998,0.0009195402298850574,4.0817992571125354e-05,0.9195402298850575,0.04081799257112535,1966695264,31876031.51,31883549.93,0.267236,21.399620440609674
000423,2022,2022-12-31,102324,C27,0,0,1927,46512,0.0,0.0,0.0,0.0,1625246812,26618676.56,26618676.56,-0.151588,21.20892552611784
000423,2023,2023-12-31,102324,C27,0,0,2168,49424,0.0,0.0,0.0,0.0,1180649280,31760936.96,31760936.96,0.24074,20.889330362234084
000423,2024,2024-12-31,102324,C27,0,0,2115,48747,0.0,0.0,0.0,0.0,1694173942,40390226.4,40390226.4,0.331121,21.250461109723037
000425,2020,2020-12-31,101882,C35,7,7,2555,65219,0.0027397260273972603,0.00010733068584308254,2.73972602739726,0.10733068584308254,25201687795,37563350.85,42066799.47,-0.007313,23.95017680525274
000425,2021,2021-12-31,101882,C35,10,9,2641,66582,0.0034078000757288905,0.00015019074224264817,3.4078000757288907,0.15019074224264817,26054336761,46847244.48,46923673.9,0.134078,23.983450069677513
000425,2022,2022-12-31,101882,C35,5,4,2633,69559,0.0015191796429927839,7.188142440230595e-05,1.519179642992784,0.07188142440230595,9978995400,24522325.81,59907962.09,-0.115192,23.023748260980657
000425,2023,2023-12-31,101882,C35,7,6,2754,74267,0.002178649237472767,9.425451411797972e-05,2.1786492374727673,0.09425451411797972,16321782782,44335689.06,64516266.87,0.106509,23.515766419670623
000425,2024,2024-12-31,101882,C35,6,5,2784,75366,0.0017959770114942528,7.961149590000795e-05,1.7959770114942528,0.07961149590000796,22060847604,64392331.22,93702197.12,0.485348,23.817070272744424
000426,2020,2020-12-31,107585,B09,0,0,2131,54947,0.0,0.0,0.0,0.0,6250156173,11566149.77,14403587.0,0.577465,22.55587228822253
000426,2021,2021-12-31,107585,B09,0,0,2286,60846,0.0,0.0,0.0,0.0,7633676729,10681477.83,13301271.67,-0.076531,22.755835444289517
000426,2022,2022-12-31,107585,B09,2,2,2504,68949,0.0007987220447284345,2.900694716384574e-05,0.7987220447284344,0.02900694716384574,6693791904,8983007.25,11188500.61,-0.15884,22.624446352458197
000426,2023,2023-12-31,107585,B09,0,0,2723,75390,0.0,0.0,0.0,0.0,5023094077,13419149.15,16681705.35,0.49376,22.33731193098348
000426,2024,2024-12-31,107585,B09,0,0,2723,72483,0.0,0.0,0.0,0.0,8096406154,19740618.36,19745069.42,0.231828,22.81468611559978
000428,2020,2020-12-31,101883,H61,0,0,2605,58375,0.0,0.0,0.0,0.0,3600969951,2689755.95,2689964.64,0.007634,22.004469077229544
000428,2021,2021-12-31,101883,H61,0,0,2442,59982,0.0,0.0,0.0,0.0,2975018958,3209440.5,3209616.9,0.193182,21.813516248696807
000428,2022,2022-12-31,101883,H61,0,0,2184,57740,0.0,0.0,0.0,0.0,14489662340,6694058.03,6694343.82,1.085714,23.396701290108936
000428,2023,2023-12-31,101883,H61,0,0,2127,52633,0.0,0.0,0.0,0.0,6869782232,4157040.6,4157218.08,-0.378995,22.650398244424995
000428,2024,2024-12-31,101883,H61,0,0,2169,54543,0.0,0.0,0.0,0.0,5804847804,3260403.2,3260563.2,-0.215686,22.48195923383698
000429,2020,2020-12-31,101884,G54,2,2,2097,49969,0.0009537434430138292,4.002481538553903e-05,0.9537434430138293,0.04002481538553903,763212026,7882561.54,10540052.58,-0.216465,20.45304643662198
000429,2021,2021-12-31,101884,G54,0,0,2083,49181,0.0,0.0,0.0,0.0,1020840062,9641480.23,12891965.14,0.27124,20.74389171645395
000429,2022,2022-12-31,101884,G54,3,2,2080,49471,0.0009615384615384616,6.064158800105112e-05,0.9615384615384616,0.06064158800105112,749371544,10191994.12,13623671.27,0.133784,20.434745473226666
000429,2023,2023-12-31,101884,G54,0,0,2027,48671,0.0,0.0,0.0,0.0,1566427993,11026171.0,14738652.04,0.136573,21.172063701133432
000429,2024,2024-12-31,101884,G54,3,3,2030,50178,0.001477832512315271,5.978715771852206e-05,1.4778325123152711,0.05978715771852206,2943826419,19158949.62,25609054.13,0.802246,21.80297607547697
000498,2020,2020-12-31,10856,E48,8,7,3481,86039,0.002010916403332376,9.298108997082718e-05,2.010916403332376,0.09298108997082719,2506324342,1947766.87,7395556.21,0.032051,21.64208311162161
000498,2021,2021-12-31,10856,E48,4,4,3468,89301,0.0011534025374855825,4.479233155283816e-05,1.1534025374855825,0.044792331552838155,3053014098,4603187.46,9628613.06,0.322105,21.839395168769066
000498,2022,2022-12-31,10856,E48,3,3,3581,92665,0.0008377548170901983,3.2374682997895645e-05,0.8377548170901983,0.03237468299789564,8752843290,10012833.12,10721093.94,0.131877,22.89264443207477
000498,2023,2023-12-31,10856,E48,2,2,3919,98907,0.0005103342689461597,2.022101570161869e-05,0.5103342689461597,0.020221015701618692,2902046503,8222269.25,8803971.21,-0.15575,21.788682016090487
000498,2024,2024-12-31,10856,E48,3,3,3886,99018,0.0007720020586721565,3.029752166272799e-05,0.7720020586721564,0.03029752166272799,3270188737,8674523.18,9287933.94,0.092199,21.908113538232765
000501,2020,2020-12-31,10858,F52,2,2,2291,51476,0.0008729812309035355,3.8853057735643796e-05,0.8729812309035355,0.0388530577356438,5248940937,8944782.21,8958765.32,-0.106175,22.38129216710526
000501,2021,2021-12-31,10858,F52,0,0,2243,50116,0.0,0.0,0.0,0.0,2694622889,8072448.72,8082113.6,-0.084979,21.714524102017254
000501,2022,2022-12-31,10858,F52,0,0,2254,51055,0.0,0.0,0.0,0.0,2386199732,8602419.19,8612718.59,0.080875,21.59296786751258
000501,2023,2023-12-31,10858,F52,1,1,2433,55055,0.0004110152075626798,1.8163654527290892e-05,0.4110152075626798,0.018163654527290893,1775469699,6543983.17,6551818.07,-0.234821,21.29733084458648
000501,2024,2024-12-31,10858,F52,5,5,2922,59326,0.0017111567419575632,8.428007956039511e-05,1.7111567419575633,0.08428007956039511,2620772283,8036354.1,8043663.97,0.245305,21.68673487617028
000502,2020,2020-12-31,101188,K70,0,0,1798,41207,0.0,0.0,0.0,0.0,976473720,1695968.6,1709581.36,0.297335,20.699458396500557
000502,2021,2021-12-31,101188,K70,3,3,2047,49036,0.0014655593551538837,6.11795415613019e-05,1.4655593551538837,0.0611795415613019,380317259,1096420.78,1105221.25,-0.353514,19.756516357090803
000503,2020,2020-12-31,101480,I64,26,22,2060,46026,0.010679611650485437,0.0005648981010733064,10.679611650485437,0.5648981010733064,3081581626,7513800.23,7513800.23,-0.511682,21.848708817387795
000503,2021,2021-12-31,101480,I64,21,19,2166,49556,0.008771929824561403,0.0004237630155783356,8.771929824561402,0.4237630155783356,3744432755,15189380.85,15331222.55,1.021531,22.04353597542061
000503,2022,2022-12-31,101480,I64,25,21,2157,52904,0.009735744089012517,0.0004725540601844851,9.735744089012517,0.4725540601844851,5689446934,9131604.11,9208728.67,-0.398817,22.461878880887717
000503,2023,2023-12-31,101480,I64,18,17,2269,57020,0.00749228735125606,0.0003156787092248334,7.49228735125606,0.3156787092248334,4677426173,11845919.5,12970884.33,0.297244,22.266013832770433
000503,2024,2024-12-31,101480,I64,29,26,2357,58329,0.01103097157403479,0.0004971797904987227,11.03097157403479,0.49717979049872274,6782431371,10486660.04,10774347.45,-0.16692,22.637601484053246
000505,2020,2020-12-31,101482,C13,0,0,2146,54545,0.0,0.0,0.0,0.0,7916815025,4037187.8,5878340.23,0.614545,22.792254818709672
000505,2021,2021-12-31,101482,C13,2,2,2252,56504,0.0008880994671403197,3.539572419651706e-05,0.8880994671403197,0.03539572419651706,2516604461,4541051.28,4852278.59,-0.17455,21.64617639414767
000505,2022,2022-12-31,101482,C13,0,0,2263,57087,0.0,0.0,0.0,0.0,6922540405,5028604.45,5361999.53,0.105048,22.658048649900987
000505,2023,2023-12-31,101482,C13,0,0,2313,61127,0.0,0.0,0.0,0.0,1459887677,4316760.49,4527910.72,-0.155556,21.10162533683046
000505,2024,2024-12-31,101482,C13,1,1,2274,59608,0.00043975373790677223,1.677627164139042e-05,0.43975373790677225,0.01677627164139042,2323017412,3895462.87,4077767.55,-0.089035,21.56613278661705
000506,2020,2020-12-31,107583,B09,6,6,2105,50272,0.0028503562945368173,0.00011935073201782304,2.8503562945368173,0.11935073201782304,6127802990,2228686.11,2229642.63,-0.166667,22.53610211987966
000506,2021,2021-12-31,107583,B09,1,1,2143,52542,0.0004666355576294914,1.9032393133112558e-05,0.4666355576294914,0.019032393133112557,7150564717,2980788.22,2982147.01,0.3375,22.690457172071913
000506,2022,2022-12-31,107583,B09,0,0,2025,49862,0.0,0.0,0.0,0.0,9842188294,2999607.2,3000727.37,0.006231,23.009943910989346
000506,2023,2023-12-31,107583,B09,0,0,1939,47940,0.0,0.0,0.0,0.0,15275840128,3835411.07,3836843.35,0.278638,23.449538340753477
000506,2024,2024-12-31,107583,B09,0,0,2179,53780,0.0,0.0,0.0,0.0,13670167584,3686823.72,3688200.51,-0.038741,23.338481746934118
000507,2020,2020-12-31,101483,G55,0,0,2820,66999,0.0,0.0,0.0,0.0,2395647335,4778036.16,5284813.4,-0.066775,21.596919317718555
000507,2021,2021-12-31,101483,G55,0,0,3049,82109,0.0,0.0,0.0,0.0,4575791563,5365123.99,5941487.42,0.147975,22.24404554016131
000507,2022,2022-12-31,101483,G55,0,0,3004,82595,0.0,0.0,0.0,0.0,3854479301,5062114.79,5159712.76,-0.113003,22.0725017640217
000507,2023,2023-12-31,101483,G55,0,0,3345,80878,0.0,0.0,0.0,0.0,1953859379,4746296.58,4837805.55,-0.049768,21.39307242277779
000507,2024,2024-12-31,101483,G55,0,0,3514,87517,0.0,0.0,0.0,0.0,2720465553,4601922.54,4690647.96,-0.028137,21.724068862167016
000509,2020,2020-12-31,107866,Q83,0,0,2169,42728,0.0,0.0,0.0,0.0,3910832090,2220240.86,2886714.46,0.120833,22.08701599930008
000509,2021,2021-12-31,107866,Q83,1,1,2031,48779,0.0004923682914820286,2.0500625269070705e-05,0.4923682914820286,0.020500625269070705,1652301060,2402102.78,3122802.63,0.081784,21.225434735756217
000509,2022,2022-12-31,107866,Q83,3,3,1999,44361,0.0015007503751875938,6.762696963549064e-05,1.5007503751875937,0.06762696963549064,3307290889,4077817.27,4077886.6,0.305842,21.919395228976647
000509,2023,2023-12-31,107866,Q83,2,2,2106,47883,0.000949667616334283,4.176847733015893e-05,0.9496676163342831,0.04176847733015893,2560710553,4303182.36,4303243.49,0.055263,21.663550617081437
000509,2024,2024-12-31,107866,Q83,5,2,2405,55552,0.0008316008316008316,9.00057603686636e-05,0.8316008316008316,0.0900057603686636,4400776012,3573505.61,3573516.41,-0.169576,22.205046728910776
000510,2020,2020-12-31,101181,C26,0,0,2231,48143,0.0,0.0,0.0,0.0,3549673263,2566067.66,2844881.13,0.122596,21.990121397888093
000510,2021,2021-12-31,101181,C26,1,1,2395,51446,0.0004175365344467641,1.9437857170625512e-05,0.41753653444676414,0.019437857170625513,4468465379,3222112.24,3600267.12,0.265525,22.22031087118941
000510,2022,2022-12-31,101181,C26,0,0,2154,48463,0.0,0.0,0.0,0.0,5427708485,3331265.15,3569808.01,-0.00846,22.41478287187625
000510,2023,2023-12-31,101181,C26,0,0,2472,55198,0.0,0.0,0.0,0.0,2585920245,3216263.46,3454063.38,-0.032423,21.673347276139907
000510,2024,2024-12-31,101181,C26,0,0,2403,55920,0.0,0.0,0.0,0.0,3884620945,2042292.54,2334756.92,-0.365079,22.080291247408727
000513,2020,2020-12-31,101183,C27,3,3,3911,107664,0.000767067246228586,2.7864467231386535e-05,0.767067246228586,0.027864467231386535,2449538874,24515141.55,25311332.75,0.235908,21.619165629502803
000513,2021,2021-12-31,101183,C27,2,2,4095,111977,0.0004884004884004884,1.786081070219777e-05,0.4884004884004884,0.01786081070219777,1930177631,24327857.18,25124616.11,0.023704,21.38087787293373
000513,2022,2022-12-31,101183,C27,2,2,4302,118065,0.00046490004649000463,1.6939821284885445e-05,0.46490004649000466,0.016939821284885446,2282137139,19678344.79,20323433.35,-0.15991,21.54837818298724
000513,2023,2023-12-31,101183,C27,3,3,3895,93331,0.0007702182284980744,3.2143660734375504e-05,0.7702182284980744,0.0321436607343755,1306628453,20727604.26,21499883.34,0.127155,20.99071595726529
000513,2024,2024-12-31,101183,C27,4,4,3187,82775,0.0012550988390335738,4.832376925400181e-05,1.2550988390335738,0.04832376925400181,1432771894,22204656.01,22963145.89,0.123965,21.08287679308009
000514,2020,2020-12-31,101475,K70,0,0,2416,49077,0.0,0.0,0.0,0.0,1714074937,3197891.96,3197891.96,-0.18896,21.262139377286445
000514,2021,2021-12-31,101475,K70,0,0,2487,49857,0.0,0.0,0.0,0.0,1350690465,3341333.02,3341333.02,0.051451,21.023881754943854
000514,2022,2022-12-31,101475,K70,0,0,2469,52680,0.0,0.0,0.0,0.0,10416106799,3619777.44,3619777.44,0.088384,23.066619175816278
000514,2023,2023-12-31,101475,K70,0,0,1910,49383,0.0,0.0,0.0,0.0,5266773537,3518524.92,3518524.92,-0.02331,22.384683780130658
000514,2024,2024-12-31,101475,K70,0,0,1916,49847,0.0,0.0,0.0,0.0,7515163301,3467898.67,3467898.67,-0.011511,22.740188590054974
000516,2020,2020-12-31,101555,Q83,8,8,2534,55098,0.0031570639305445935,0.00014519583287959635,3.1570639305445933,0.14519583287959636,8442182065,24246708.98,24776089.73,1.591753,22.85650665076452
000516,2021,2021-12-31,101555,Q83,3,3,2639,57315,0.0011367942402425162,5.234231876472128e-05,1.1367942402425162,0.05234231876472128,12128141289,20887016.32,25103478.67,-0.122514,23.218794315679624
000516,2022,2022-12-31,101555,Q83,8,8,2359,54775,0.003391267486222976,0.0001460520310360566,3.3912674862229757,0.1460520310360566,8740828380,23253160.03,27849124.04,0.109701,22.891270802557255
000516,2023,2023-12-31,101555,Q83,7,7,2330,53345,0.0030042918454935624,0.00013122129534164401,3.0042918454935625,0.131221295341644,5678141444,15405314.57,18335165.19,-0.337418,22.45988980574715
000516,2024,2024-12-31,101555,Q83,11,10,2483,56412,0.004027386226339106,0.00019499397291356449,4.0273862263391065,0.1949939729135645,6816216933,11743587.74,11934820.74,-0.348952,22.642570453138312
000517,2020,2020-12-31,101557,K70,0,0,2071,47265,0.0,0.0,0.0,0.0,4788983030,7172736.22,9233375.21,0.086957,22.289583914972145
