code,report_year,total_ai_sentences,innovation_sentences,risk_sentences,neutral_sentences,mixed_sentences,total_sentences_in_report,AI_Disclosure,AI_Innovation_Disclosure,AI_Risk_Disclosure,AI_Innovation_Ratio,AI_Risk_Ratio
000065,2020,17,11,0,6,0,1478,0.0115020297699594,0.007442489851150203,0.0,0.6470588235294118,0.0
000065,2021,16,10,0,5,1,1529,0.0104643557880968,0.006540222367560497,0.0,0.625,0.0
000065,2022,13,8,1,3,1,1260,0.01031746031746032,0.006349206349206349,0.0007936507936507937,0.6153846153846154,0.07692307692307693
000065,2023,12,9,1,2,0,1227,0.009779951100244499,0.007334963325183374,0.0008149959250203749,0.75,0.08333333333333333
000066,2019,20,12,2,5,1,1846,0.01083423618634886,0.006500541711809318,0.001083423618634886,0.6,0.1
000066,2020,16,10,4,2,0,1855,0.00862533692722372,0.005390835579514825,0.00215633423180593,0.625,0.25
000066,2021,15,12,2,1,0,1813,0.00827357970215113,0.006618863761720904,0.001103143960286818,0.8,0.1333333333333333
000066,2022,17,9,1,6,1,1549,0.01097482246610717,0.005810200129115558,0.0006455777921239509,0.5294117647058824,0.05882352941176471
000066,2023,32,17,2,13,0,1527,0.02095612311722331,0.01113294040602488,0.001309757694826457,0.53125,0.0625
000068,2019,2,1,0,1,0,1237,0.001616814874696847,0.0008084074373484236,0.0,0.5,0.0
000068,2020,6,4,0,2,0,1253,0.004788507581803671,0.003192338387869114,0.0,0.6666666666666666,0.0
000068,2021,9,4,0,4,1,1476,0.006097560975609756,0.002710027100271003,0.0,0.4444444444444444,0.0
000068,2022,6,3,0,3,0,1327,0.00452147701582517,0.002260738507912585,0.0,0.5,0.0
000068,2023,7,5,0,2,0,1317,0.005315110098709187,0.003796507213363705,0.0,0.7142857142857143,0.0
000069,2019,3,2,0,1,0,1414,0.002121640735502122,0.001414427157001414,0.0,0.6666666666666666,0.0
000069,2020,7,4,0,3,0,1379,0.005076142131979695,0.00290065264684554,0.0,0.5714285714285714,0.0
000069,2021,3,2,0,1,0,1316,0.002279635258358662,0.001519756838905775,0.0,0.6666666666666666,0.0
000069,2022,5,2,0,3,0,1218,0.004105090311986864,0.001642036124794745,0.0,0.4,0.0
000069,2023,3,2,1,0,0,1032,0.002906976744186046,0.001937984496124031,0.0009689922480620155,0.6666666666666666,0.3333333333333333
000070,2019,15,14,0,1,0,1377,0.01089324618736384,0.01016702977487291,0.0,0.9333333333333333,0.0
000070,2020,17,14,0,3,0,1490,0.01140939597315436,0.009395973154362415,0.0,0.8235294117647058,0.0
